id,speed
0,48.117313
1,48.059593
2,36.60833
3,30.368513
4,39.407135
5,26.885767
6,21.859602
7,49.776554
8,48.45602
9,30.895327
10,28.79565
11,22.41157
12,22.634628
13,22.161459
14,25.679794
15,40.224777
16,44.386395
17,47.994617
18,48.774982
19,48.800873
20,47.274254
21,44.31708
22,20.670225
23,27.91575
24,26.076944
25,20.421629
26,20.817772
27,19.911613
28,16.43642
29,13.239802
30,23.943146
31,47.579197
32,49.014835
33,28.816635
34,26.999405
35,24.592783
36,20.868996
37,21.152414
38,45.105934
39,40.518112
40,44.974373
41,48.07351
42,48.559784
43,43.77149
44,19.574165
45,18.293173
46,17.918074
47,10.511294
48,45.043156
49,47.482586
50,47.576008
51,24.511574
52,21.956041
53,19.01264
54,17.887545
55,18.344755
56,15.597245
57,15.720372
58,29.530272
59,35.417004
60,42.045048
61,40.98865
62,41.11468
63,42.684772
64,45.388447
65,46.8419
66,46.59758
67,45.276886
68,42.27843
69,26.2042
70,23.631144
71,20.027039
72,16.593159
73,17.40931
74,14.736458
75,8.566493
76,43.120983
77,40.09073
78,43.535183
79,47.861298
80,13.497315
81,16.75016
82,22.92167
83,15.911545
84,15.391672
85,11.775423
86,19.092083
87,35.35119
88,44.159847
89,40.861626
90,48.712852
91,47.941517
92,47.11105
93,46.239506
94,26.500002
95,14.394332
96,23.135162
97,10.824457
98,8.895665
99,19.123047
100,40.89612
101,47.682114
102,14.617371
103,17.29604
104,14.821224
105,43.810223
106,36.118233
107,48.363125
108,43.37469
109,16.189
110,9.992235
111,7.9635487
112,17.782707
113,33.274868
114,35.51173
115,49.92042
116,49.75614
117,40.656555
118,24.034342
119,22.106657
120,20.34763
121,17.941332
122,31.4476
123,47.022373
124,46.873413
125,42.462692
126,40.66591
127,36.200752
128,41.213287
129,35.000774
130,48.945415
131,47.91706
132,47.15526
133,26.969902
134,23.374535
135,22.884306
136,40.39221
137,47.22679
138,49.048103
139,47.40335
140,46.585682
141,43.913754
142,26.816486
143,14.842958
144,20.787333
145,18.755789
146,19.313871
147,48.259735
148,48.796665
149,47.149757
150,47.008793
151,17.524652
152,17.80632
153,17.618658
154,9.0910635
155,21.517742
156,37.782623
157,45.84444
158,41.86867
159,46.100075
160,48.85551
161,49.35876
162,48.537594
163,47.713223
164,44.41033
165,26.940182
166,14.39331
167,19.30977
168,17.92373
169,18.622467
170,12.257119
171,10.595976
172,46.249855
173,48.4258
174,44.244728
175,26.811935
176,21.335154
177,17.38965
178,17.95435
179,10.415707
180,46.002457
181,49.2547
182,49.616665
183,49.014736
184,39.738846
185,19.795694
186,17.996801
187,40.53147
188,31.883003
189,48.657444
190,43.786957
191,44.278572
192,38.927135
193,39.034706
194,37.82618
195,37.433083
196,36.50842
197,43.8528
198,39.040394
199,48.355324
200,47.517166
201,27.398968
202,23.934462
203,19.639198
204,18.244276
205,19.513695
206,40.200916
207,41.75003
208,48.68871
209,48.966198
210,47.702347
211,46.91987
212,27.205027
213,14.161246
214,21.735573
215,22.334183
216,18.113972
217,22.792482
218,45.665092
219,48.32093
220,47.439648
221,45.29859
222,27.929197
223,16.183367
224,11.116695
225,23.954212
226,47.65251
227,48.769566
228,17.603907
229,24.244272
230,19.38725
231,18.569185
232,44.66619
233,48.12439
234,46.835808
235,20.208965
236,24.991777
237,21.410332
238,24.551441
239,43.76969
240,33.504078
241,38.627415
242,48.73308
243,49.35735
244,48.80504
245,49.078453
246,28.730589
247,21.854261
248,21.065044
249,21.700378
250,19.662237
251,34.4176
252,43.61008
253,31.672844
254,34.178307
255,47.270508
256,47.155396
257,46.03826
258,43.006912
